newpaper,Title,Subheading,Content,date,URL,구분
농민신문,우크라이나 국회의원이 TYM을 찾은 까닭은,"주한우크라이나대사관 관계자 동행 
서울 용산구 TYM 본사 방문 
재건 사업 지원에 감사 인사","왼쪽부터 김도훈 TYM 사장, 드미트로 프리푸텐 우크라이나 국회의원, 김희용 TYM 회장, 이기석 TYM 유럽법인장이 기념촬영하고 있다. TYM  
농기계 전문 기업 티와이엠(TYM)은 8일 드미트로 프리푸텐 우크라이나 국회의원과 타라스 페둔키브 주한 우크라이나 대사관 경제 담당 서기관이 서울 용산구에 있는 본사를 방문했다고 12일 밝혔다.
‘우크라이나-한국 국회 협의회’의 공동 의장을 맡고 있는 프리푸텐 의원이 TYM을 방문한 건 그간 TYM의 지원에 감사의 뜻을 전하고, 전후 재건 사업과 관련한 추가적인 논의를 진행하기 위해서다.
TYM은 지난 2022년 우크라이나 현지에서 농작업, 건설, 공사 등에 다양하게 활용 가능한 4억원 상당의 트랙터 10대와 현금 1억원을 전달했다. 2023년에는 4억원 규모의 트랙터와 작업기 각각 14대를 기부했고, 기계 유지와 수리를 위한 즉각 조치가 가능하도록 주요 부품을 함께 발송했다. 해당 트랙터와 작업기는 전쟁 피해가 큰 헤르손 지역의 복구에 활용되고 있다.
우크라이나는 2022년 대통령 산하에 ‘국가재건회의’가 설립되면서 전후 복구와 개발 계획 수립, 개혁 과제의 발굴과 이행을 준비하고 있다.
양측은 재건 사업 협력 방안 등을 협의했다. TYM은 앞으로 운영 예정인 유럽 법인을 통해 트랙터 제조 부품과 서비스를 적극 지원하기로 했다. 또한 현지 업체와 협업해 중장기적으로 자체 연구개발 역량을 확보할 수 있도록 할 예정이다.
의원단은 우크라이나 현지에서 TYM과 협력할 수 있는 업체 명단을 TYM에 전달할 예정이다.
프리푸텐 의원이 TYM 트랙터를 시승하고 있는 모습. TYM
간담회에 이어 의원단은 본사 1층에 있는 쇼룸에 전시된 트랙터를 둘러봤다.
프리푸텐 의원은 “TYM에서 기부한 트랙터와 작업기가 우크라이나 재건과 지역구 주민들의 일상 회복에 도움이 많이 되고 있다”며 “우크라이나는 농업이 큰 부분을 차지하는 만큼 농기계 산업에서도 TYM과 상호 협력할 좋은 기회가 될 것으로 생각한다”라고 전했다.
TYM은 우크라이나 지원 방안을 지속적으로 모색하고 있으며, 종전 후 해당 시장으로의 진입을 포함해 유럽 시장을 더욱 확대하기 위한 교두보를 마련한다는 방침이다.
TYM 관계자는 “오랜 시간 계속되는 전쟁으로 피해가 큰 우크라이나와 현지 주민들의 일상이 빠른 종전을 통해 회복되길 기원한다”며 “TYM은 우크라이나 농기계 산업이 자체적인 역량을 갖출 수 있도록 돕고, 국내는 물론 유럽 등 해외 시장 확대를 위해 노력할 것”이라고 말했다.
박하늘 기자 sky@nongmin.com",24-11-14,https://www.nongmin.com/article/20241114500135,[경쟁사 정보]
농민신문,"충북 남제천농협, 농촌 다문화가정 모국 방문 지원",,"충북 남제천농협(조합장 류승인)이 12일 본점에서 ‘다문화가정 모국방문 지원 행사’를 했다(사진).
이날 행사는 농촌결혼여성의 안정적인 한국 정착을 돕고 다문화 가정의 사회 통합에 기여하고자 마련했다. 남제천농협은 수산면 김진영 조합원과 배우자·자녀 2명이 베트남을 방문할 수 있도록 왕복항공권·여행자보험·체제비를 지원했다.
류승인 조합장은 “다문화가정이 대한민국의 당당한 구성원으로 자리매김하고 농업·농촌을 이끌어 갈 후계인력으로 성장할 수 있도록 관심과 지원을 아끼지 않겠다”고 말했다.
제천=황송민 기자 hsm777@nongmin.com",24-11-14,https://www.nongmin.com/article/20241114500161,[시장 정보]
농민신문,"농협 충북 제천시지부, 지역의 어려운 이웃 위해 기부 활동 펼쳐",,"박시원 지부장(왼쪽)이 전국장애인부모연대 제천지회에 성금 100만원을 전달하고 있다.
박시원 지부장(왼쪽)이 성보나벤뚜라 노인요양원에 성금 100만원을 전달하고 있다.
NH농협 충북 제천시지부(지부장 박시원)가 11일 전국장애인부모연대 제천지회와 성보나벤뚜라 노인요양원를 찾아 후원금 100만원을 각각 전달했다.
전국장애인부모연대는 2003년 7월 장애인의 교육권 확보를 위해 본 단체의 전신인 ‘전국장애인교육권연대’로 설립됐다. 현재까지 발달장애인과 가족이 존중받고 자립 가능한 사회적 토대 마련을 위해 다양한 활동을 하고 있다.
성보나벤뚜라 노인요양원은 중증 노인성 질환을 앓고 있는 무의탁 어르신들을 돌보며 이웃사랑을 실천하고 있다.
박시원 지부장은 “제천 지역 장애인의 자립을 돕고 소외 계층에게 도움을 줄 수 있어 뿌듯하다”며 “앞으로도 나눔 경영을 지속적으로 펼쳐 따뜻한 제천시를 만드는 데 앞장서겠다”고 말했다.
제천=황송민 기자 hsm777@nongmin.com",24-11-14,https://www.nongmin.com/article/20241114500166,[정치/사회]
농민신문,“올겨울 대설·한파 농업피해 예방 철저히”…기온·강수량 변동성 클 듯,노후시설·난방장비 등 사전점검해야,"농림축산식품부는 겨울철 대설·한파 등에 따른 농업 피해를 최소화하기 위해 내년 3월15일까지 농업재해대책상황실을 설치하고 피해 예방·경감 및 복구 지원 대책을 추진한다고 14일 밝혔다. 
기상청에 따르면 올 겨울철(12월~내년 2월) 기온은 최근 5년간 평균기온(1.3℃)과 평년 기온(0.5℃)보다 대체로 높고, 강수량은 평년(89.0㎜)과 비슷하거나 적을 전망이다. 다만, 라니냐와 대륙 고기압 영향에 따라 기온과 강수량의 변동성이 클 것으로 예측된다. 
농식품부는 겨울철 피해 예방을 위해 10월20일부터 이달 10일까지 지방자치단체·농협 등과 최근 폭설 피해를 본 비닐하우스 4300여곳과 노후 축사 1300여곳을 대상으로 시설 보강 여부, 제설장비, 보온덮개·난방시설 등을 사전점검하고 보완 조치를 완료했다. 
아울러 이달부터 농민과 품목단체를 대상으로 농촌진흥청과 함께 농업시설·농작물 등 분야별 재해 예방 요령을 홍보하고, 피해 발생 시 중앙재난안전대책본부·지자체 등과 공조해 응급·항구 복구 지원 등을 신속하게 추진할 계획이다. 
송미령 농식품부 장관은 “농민들은 폭설과 한파 피해를 최소화할 수 있도록 언론 등을 통해 기상 상황을 수시로 확인하고 사전에 준비해달라”고 당부했다.
하지혜 기자 hybrid@nongmin.com",24-11-14,https://www.nongmin.com/article/20241114500054,[시장 정보]
농민신문,‘전통주 창업 성공 사례집’ 도서관에서 만나요!,"농관원, 공공도서관 1275곳에 배포
전통주 교육기관·창업 정보 등 담아","이제 전국 공공도서관에서 ‘전통주 창업 성공사례집’을 만날 수 있다. 
국립농산물품질관리원은 전통주 등 교육훈련기관 및 전문인력 양성기관에서 배출한 교육생들의 창업 성공사례집을 제작해 15~18일 전국 공공도서관 1275곳에 배포한다. 
전통주 등 교육훈련기관 및 전문인력 양성기관(이하 전통주 교육기관)은 ‘전통주 등의 산업진흥에 관한 법률’에 따라 전통주의 품질과 농업 부가가치 향상을 위해 농관원에서 지정·관리하는 전통주 교육기관이다. 
사례집에는 전통주 교육기관 정보, 교육생 10명의 창업 성공기, 예비 창업자에 대한 조언 등을 담았다. 전통주에 대한 전문 지식 습득과 창업 훈련 등에 도움을 받고 싶은 이들이 참고할 만하다. 
박성우 농관원장은 “전통주 창업 성공사례집이 전통주산업의 발전과 지역경제 활성화, 쌀 소비 확대, 농가소득 향상에 기여할 수 있길 바란다”고 밝혔다.
하지혜 기자 hybrid@nongmin.com",24-11-14,https://www.nongmin.com/article/20241114500081,[시장 정보]
농민신문,견과류 껍질이 친환경 선박 연료로…韓 연구진 기술 개발,"에너지기술연구원 최영찬 박사 연구팀
캐슈넛 껍질로 바이오중유 생산 성능 검증","캐슈넛. 게티이미지뱅크
버려지는 견과류 껍질로 친환경 바이오연료를 생산하는 기술이 국내 연구진에 의해 개발됐다.
한국에너지기술연구원은 최영찬 대기청정연구실 박사 연구팀이 견과류 제품 생산과정에서 버려지는 캐슈넛 껍질을 친환경 바이오연료로 전환하는 데 성공했다고 14일 밝혔다.
바이오연료는 식물·동물의 유기물인 바이오매스를 통해 생산되는 연료다. 화석연료에 비해 연소 시 발생하는 이산화탄소 배출량이 적어 친환경 에너지원으로 주목받고 있다.
그간 국내에서는 바이오매스로 바이오연료를 생산하는 것이 어려웠다. 단일 바이오매스가 부족한 국내 실정 탓에 여러 바이오매스를 수집하면 화석연료보다 경제성이 낮아지기 때문이다. 이에 최영찬 박사 연구팀은 해외에서 손쉽게 수급할 수 있고, 고열량 오일 성분을 40% 정도 포함하고 있는 캐슈넛 껍질에 주목했다.
캐슈넛 껍질로 바이오연료를 생산하는 공정은 이미 베트남을 포함한 동남아시아 지역에서 상용화됐지만 원재료 대비 생산 수율이 20%에 불과하다. 특히 선박 연료로 쓰이는 바이오중유로 전환하기 위해서는 황산과 알코올류 등 촉매를 활용한 화학 공정이 추가돼 환경오염을 유발하는 단점도 있다.
연구팀은 기존 기계적 압착 공정의 단점을 해결하기 위해 중온 열분해 방식을 통해 바이오중유를 생산하는 원천기술을 개발했다. 
연구팀 관계자는 “이 기술을 통해 기존 공정보다 바이오중유 생산 시간을 3분의 1로 줄이고 생산 수율을 2배 이상 향상시킬 수 있다”고 설명했다. 
연구팀은 일일 1ｔ 규모의 열분해 설비 운전을 통해 바이오중유 생산 성능을 검증했다. 그 결과, 기존 압착 공정 대비 2배 이상 향상된 40%의 바이오중유 생산 수율을 기록했다. 생산된 바이오중유의 황 함량은 90ppm으로, 국제해사기구(IMO)의 황산화물 배출 규제 기준을 충족해 선박 연료로의 활용 가능성도 입증했다.
연구팀 관계자는 “개발한 친환경 바이오연료 생산 공정은 바이오중유와 바이오차(바이오매스로 만든 숯)의 대량 생산이 가능하고 제조 공정이 간단해 동남아 현지에서 상용화될 가능성이 높다”며 “내년부터 실증 규모 설비 연구를 진행하고 본격적으로 사업화 단계에 들어갈 계획”이라고 말했다.
한국에너지기술연구원 대기청정연구실 최영찬 박사(뒷줄 왼쪽 세번째) 연구팀. 에너지기술연구원
김동용 기자 dy0728@nongmin.com",24-11-14,https://www.nongmin.com/article/20241114500117,[기술 동향]
농민신문,"공공비축미·시장격리 56만t, 벼멸구 피해 벼 ‘연내 매입’","당정 “잔여 예산 발생 시 2024년산 추가 매입 ”
생산량 감소 예상…“쌀값 반등 기대”","14일 국민의힘과 정부가 ‘쌀값 안정을 위한 실무 당정 협의회’를 열고 쌀값 안정화 대책을 논의하고 있다.
국민의힘과 정부는 쌀값 안정을 위한 실무 당정 협의회를 열고 공공비축미 잔여 예산이 발생하면 2024년산 쌀을 추가 매입하고, 공공비축미·시장격리곡 등 56만ｔ과 벼멸구 피해벼를 연내 매입하겠다고 밝혔다.
국민의힘과 농림축산식품부는 14일 국회에서 ‘쌀값 안정을 위한 실무 당정 협의회’를 열고 이같은 대책을 논의했다. 
14일 정희용 국민의힘 의원(경북 고령·성주·칠곡)이 ‘쌀값 안정을 위한 실무 당정 협의회’를 마치고 회의 결과를 설명하고 있다. 
국회 농림축산식품해양수산위원회 여당 간사인 정희용 국민의힘 의원(경북 고령·성주·칠곡)은 “15일 통계청이 쌀 최종 생산량 조사 결과를 발표하는데 (현장에서는) ‘낟알 수가 적다’ ‘무게도 가벼워졌다’고 해 (최종 생산량이) 예상 초과 생산량(12만8000ｔ)보다 줄어들 것으로 예상한다”며 “생산량이 줄면 가격이 반등할 것으로 기대한다”고 말했다.
정 의원은 “벼멸구 피해 벼도 연내에 매입을 완료하고 공공비축미 잔여 예산이 발생하면 2024년산을 추가 매입하기로 했다”고 했다.
이어 “(정부에) 농협·현장과 소통을 강화하고 과도한 판매 가격 인하 등 시장 교란 행위를 관리해달라고 당부했다”며 “근본적인 수급 조절을 위해서 쌀 등급 기준을 높이고 고품질·친환경 쌀 재배 적극 추진, 지방자치단체에서 지역 쌀을 경로당 등에 지원할 수 있도록 협력하자는 의견도 전했다”고 밝혔다. 
송미령 농림축산식품부 장관은 “정부는 선제적인 시기에 수확기 대책을 마련했고 쌀 예상 초과 생산량보다 더 많은 총 20만ｔ의 적극적인 시장격리를 추진했다”며 “올해 공공비축미 중간 정산금도 4만원으로 상향, 벼 매입 자금도 지난해보다 9000억원 더 증가한 4조3000억원을 지원하기로 했다”고 했다. 이어 “수확기 작황, 정부 대책 등으로 산지 쌀값 하락 폭은 완화하고 있으며 5일자 산지 쌀값은 보합세”라고 설명했다. 통계청에 따르면 5일 산지 쌀값은 80㎏들이 한가마에 18만2700원으로 전 순기(18만2900원)보다 200원(0.1%) 떨어졌다.
송 장관은 “올해 수확기 동안 공공비축미·시장격리곡을 포함한 약 56만ｔ과 (벼멸구) 피해 벼를 연내 매입하고 수급 상황이 쌀값에 반영될 수 있도록 현장과 소통·점검을 더 강화하겠다”고 했다.
김소진 기자 sjkim@nongmin.com",24-11-14,https://www.nongmin.com/article/20241114500096,[시장 정보]
농민신문,"충북 증평농협, 사랑의 생활용품 나눔 행사 개최",지역 155개 영농회 경로당에 6000만원 상당 생활용품 전달,"배종록 충북 증평농협 조합장(앞줄 오른쪽 세번째)이 연훈흠 대한노인회 증평군지회 회장(〃 다섯번째) 등 참석자와 함께 ‘사랑의 생활용품 나눔 행사’를 하고 있다.
충북 증평농협(조합장 배종록)이 13일 본점에서 조합원의 복지를 증진하고자 ‘사랑의 생활용품 나눔 행사’를 개최했다.
이날 행사는 어려운 여건 속에서도 한해 농사에 힘쓴 농민의 노고를 위로하고 조합원의 삶의 질 향상을 꾀하고자 마련했다. 배종록 조합장, 김두영 농협 증평군지부장, 연훈흠 대한노인회 증평군지회 회장과 연기환·신상덕·이정조 지회장이 참석했다.
증평농협은 지역 155개 영농회의 경로당에 쌀국수·라면·커피·종이컵을 포함한 생활용품을 지점을 거쳐 전달했다. 
배종록 조합장은 “조합원의 성원과 사랑 덕분에 오늘의 증평농협이 있는 것”이라며 “앞으로도 다양한 실익·복지사업을 추진해 지역사회와 함께 성장·발전하겠다”고 말했다.
증평농협은 이밖에 원로조합원 건강검진, 대학생 학자금 지원, 농업인 보험 지원, 사랑의 열무 김치 행사에 나서고 있다. 
증평=황송민 기자, 안우일 객원기자 hsm777@nongmin.com",24-11-14,https://www.nongmin.com/article/20241114500069,[시장 정보]
농민신문,"충북농협본부, 수확기 쌀값 안정 수급 대책 회의 개최",,"황종연 충북농협본부장(왼쪽 네번째)이 김영우 RPC운영충북협의회장 등 관계자와 함께 쌀값 안정에 최선을 다할 것을 다짐하고 있다.
충북농협본부(본부장 황종연)가 13일 본부에서 ‘2024년 쌀 수확기 수급 대책 회의’를 개최했다.
이날 행사에는 산지 미곡종합처리장(RPC)과 벼건조저장시설(DSC)을 운영하는 충북도 농협 조합장 12명과 황종연 본부장, 김창기 농협경제지주 충북부본부장 등이 참석해 쌀값 지지를 통한 농가 소득 안정과 충북 쌀 산업 활성화 방안을 논의했다.
통계청이 10월 초 발표한 ‘2024년 쌀 예상생산량 조사결과’에 따르면 올해 전국 쌀 생산량은 365만7000ｔ으로 전년 대비 4만5000ｔ(1.2%) 감소했다. 반면 충북 지역 생산량은 17만5457ｔ으로 지난해 보다 4332ｔ(2.5%) 증가했다.
11월5일 기준 산지 쌀값은 80㎏들이 한가마에 18만2700원으로 전년 대비 9.9% 하락했다. 신곡 쌀값 발표 후에도 내림세가 이어지고 있다.
김영우 RPC운영충북협의회장은 “올해 수확한 물량을 최대한 매입해 농가 판로 문제를 해소하고 홍수 출하 방지로 쌀값 안정에 최선을 다하겠다”고 말했다.
황 본부장은 “전 계통농협이 한마음으로 수확기 쌀값 안정에 노력하고 있다”며 “쌀 소비 촉진에 더욱 매진해 충북 쌀 판매가 확대될 수 있도록 총력을 다하겠다”고 밝혔다.
청주=황송민 기자 hsm777@nongmin.com",24-11-14,https://www.nongmin.com/article/20241114500053,[시장 정보]
농민신문,"“국산 육가공품 먹고 국방에 전념”…농협, 육군 화랑부대 찾아 목우촌 제품 전달","농협경제지주·홍천축협, 찜닭·닭갈비 세트 전달","6일 농협경제지주와 강원 홍천축협이 육군 제11기동사단을 찾아 농협목우촌 축산가공품 세트를 전달한 후 참석자들과 함께 국토방위 의지를 다지고 있다. 왼쪽 세번째부터 이찬호 농협경제지주 축산기획유통본부장, 강문길 홍천축협 조합장, 권혁동 육군 제11기동사단장. 
농협경제지주 축산경제는 강원 홍천축협(조합장 강문길)과 함께 6일 육군 제11기동사단을 방문해 농협목우촌 축산가공품을 위문품으로 전달했다고 최근 밝혔다. 
농협은 국가안보를 위해 힘쓰는 군 장병에 감사한 마음을 담아 1000만원 상당의 찜닭·닭갈비 제품을 증정했다.  
이찬호 농협경제지주 축산기획유통본부장은 “365일 국토방위에 헌신하는 장병들에게 감사드리고, 맛있는 국산 축산가공품을 드시고 따뜻한 겨울 보내시길 바란다”고 말했다. 
권혁동 육군 제11기동사단장(소장)은 “우리 화랑부대는 언제나 국가안보를 위해 최선을 다하고 있다”며 “어려운 시기에 장병 사기 진작에 힘써주신 농협에 감사드린다”고 화답했다.
김소영 기자",24-11-14,https://www.nongmin.com/article/20241114500003,[시장 정보]
농민신문,"경기 용인시농협조합공동사업법인, 용인시에 학생 위한 성금 기탁",,"경기 용인시농협조합공동사업법인(대표 홍재범)이 12일 용인시(시장 이상일)에 지역 내 학생에게 써달라며 성금 1000만원을 기탁했다(사진).
기탁식에는 이상일 시장, 홍재범 대표이사와 박종복 NH농협 용인시지부장, 오태환 원삼농협 조합장, 이호재 남사농협 조합장이 참석했다. 
법인은 지난해 1000만원을 기탁한 데 이어 올해도 학교급식 사업에서 얻은 수익금 일부를 성금으로 맡겼다. 이 성금은 사회복지공동모금회의 사랑의열매를 거쳐 학생을 지원하는데 쓴다. 
이상일 시장은 “지역 내 학교에 안전한 식재료를 공급하는 해당 법인이 지역 교육 발전에 신경써줘 감사하다”며 “학교급식 품질향상에도 더욱 노력해달라”고 당부했다.
홍재범 대표이사는 “올해 학교급식에 식재료를 공급하면서 얻은 수익을 장학사업으로 사회에 환원하게 돼 보람을 느낀다”고 말했다. 
용인=최상구 기자 sgchoi@nongmin.com",24-11-14,https://www.nongmin.com/article/20241113500245,[시장 정보]
농민신문,"충북 청주 강내농협, ‘사랑애(愛) 김장 김치 나눔’ 행사",,"충북 청주 강내농협(조방형 조합장)이 13일 강내면 저산절임배추창고에서 ‘사랑애(愛) 김장 김치 나눔 행사’ 를 했다(사진).
이날 행사는 지역 경로당과 고령 농민 등 지역의 어려운 이웃을 돕기 위해 마련됐다. 행사에는 고향주부모임·농가주부모임 회원 50여명과 농협 임직원이 함께했다.
이들은 절임 배추 50상자와 무 등 지역에서 생산된 농산물을 구입해 김장 김치 500포기를 정성껏 담갔다. 준비한 김치는 지역 37개 경로당과 고령 농민 가정에 전달됐다.
강내농협은 2007년부터 매년 지역 어르신과 농민에게 김장 김치를 나누며 따뜻한 정을 나누고 있다.
조방형 조합장은 “물가 상승으로 어려움을 겪는 이웃에게 조금이나마 보탬에 되기를 바란다”며 “앞으로도 지속적인 사회공헌활동을 펼쳐 나가겠다”고 말했다.
청주=황송민 기자, 오한욱 객원기자 hsm777@nongmin.com",24-11-14,https://www.nongmin.com/article/20241114500035,[정치/사회]
농민신문,“축산농가 사료비 어떻게 하면 낮아질까”…농·축협 조사료 협의회 개최,"농협경제지주, 조사료 지역 간 불균형 최소화 도모 
“볏짚 수급불안 해소 방안 절실” 한목소리","농협경제지주 축산경제가 6일 충북 충주에 있는 NH농협생명 수안보수련원에서 개최한 ‘농·축협 조사료 협의회’에서 참석자들이 조사료 생산·유통 활성화를 다짐하고 있다. 농협경제지주
농협경제지주 축산경제는 6~7일 충북 충주에 있는 NH농협생명 수안보수련원에서 ‘2024년 농·축협 조사료 협의회’를 개최했다고 최근 밝혔다. 협의회에는 농협지역본부 축산사업단, 지역 농·축협 담당자 등 70여명이 참석했다.
이번 회의는 축산농가 사료비 경감과 조사료 수급안정을 도모하기 위해 조사료 생산·소비 지역 간 수급 불균형 최소화, 국내산 조사료 유통 활성화 등을 도모하고자 마련됐다. 참석자들은 ▲정부 조사료 정책방향 ▲농협 조사료 생산·유통사업 추진계획 ▲연말 조사료 유통 목표달성 대책 등을 논의했다. 
이들은 벼멸구 피해와 남부지역 호우에 따른 볏짚 수급불안 해소, 논 하계 조사료 유통 활성화 방안이 필요하다고 입을 모았다. 농협경제지주에선 유통 품목에 대해 잔류농약 안전성 확보를 재차 강조했고 농·축협 담당자들은 조사료 안전성 확보와 유통 확대 방안 등에 대해 의견을 나눴다. 
김태연 농협경제지주 축산사료자재부장은 “농·축협 조사료 협의회는 생산자·소비자 상호 이해와 협력을 바탕으로 조사료 생산과 유통 활성화를 위한 중요한 역할을 수행하고 있다”며 “앞으로도 계통 간 조사료 사업을 적극 지원해 궁극적으로 축산농가 사료비 절감에 기여하도록 노력하겠다”고 말했다.
이유리 기자 glass@nongmin.com",24-11-14,https://www.nongmin.com/article/20241113500418,[정치/사회]
농민신문,스마트폰으로 ‘방사선’ 발생 실시간 확인…한국서 개발했다,"채종서 성균관대 교수 연구팀 
실시간 방사선 분출 영상화 기술 개발","연구자가 고글을 통해 본 영상에 표시된 방사선이 나오는 지점. 채종서 성균관대 교수팀
방사선 방출 여부를 휴대전화나 고글을 이용해 실시간 파악할 수 있는 증강현실(AR) 기술이 한국에서 개발됐다.
채종서 성균관대학교 교수(메타버스기반 방사선안전 ICT연구센터장) 연구팀은 방사선 검출기 정보를 토대로 방사선 분출 여부를 영상화해 피폭을 예방할 수 있는 기술을 개발했다고 13일 밝혔다. 해당 기술을 활용하면 연구시설 같은 방사선을 다루는 공간에서 보이지 않는 방사선 방출을 즉각적으로 파악할 수 있을 전망이다.
방사성물질을 사용하는 산업과 연구 현장에서는 피폭 예방이 필수다. 하지만 현장에서 방사선을 내는 물질인 방사선원의 존재 여부를 몰라 작업자나 연구자가 피폭에 노출될 우려가 있다.
연구팀은 이런 상황을 방지하기 위해 방사선 분출 여부를 영상으로 볼 수 있는 스마트폰 애플리케이션(앱)과 특수 고글을 개발했다. 또 방사선 검출기가 포착한 방사선 공간 분포와 강약 정도를 영상으로 구현하는 소프트웨어 프로그램도 개발했다. 앱, 고글, 프로그램은 무선으로 연결돼 실시간으로 방사성 물질 위치와 공간 속 방사선 세기를 영상으로 보여준다.
특수 고글을 쓰고 작업공간에 들어가면 고글을 통해 보이는 화면에 방사선이 방출되는 지점이 표시된다. 위험도에 따라 방사선이 강한 곳은 붉은색, 약한 곳은 주황색으로 표시되는 방식이다. 스마트폰 앱에도 방사선이 나오는 곳이 표시된다.
연구팀은 한국원자력의학원 방사성동위원소 생산시설에서 해당 기술을 실증한 결과, 1㎖ 수준의 극소량 액체 방사성물질도 볼 수 있었다. 기술 고도화 과정을 거치면 1대당 수억원에 달하는 외국산 방사선 검출기를 한국제품으로 대체할 수 있을 것으로 기대된다.
채종서 교수는 “기술을 고도화해 전국 방사성물질 취급 현장이나 연구 현장 등에 무료 보급할 것”이라며 “작업자들이 간이 검출기를 들고 다니지 않는 경우도 있는 만큼 실수가 있을 수 있다. 이런 실수를 사전 확인을 통해 막을 수 있어 피폭 예방 효과가 있을 것”이라고 기대했다.
권나연 기자 kny0621@nongmin.com",24-11-14,https://www.nongmin.com/article/20241113500377,[기술 동향]
농민신문,농가경제조사 대표성 부족…표본수 늘려야,"농식품부 주최 발전포럼서 논의 
시계열 단절 영향 정확도 떨어져 
중앙·지방정부 농정 활용 한계 
예산·인력늘려 다시 설계 필요","이미지투데이
통계청이 매년 시행하는 ‘농가경제조사’에 대해 표본의 대표성이 부족하고 조사 결과의 정책 활용도가 낮다는 지적이 꾸준히 제기되고 있다. 관련 예산과 인력 증대를 통한 표본수 확대 등 개선책을 마련해야 한다는 주장이 뒤따른다.
농가경제조사의 목적은 농가경제 동향과 농업경영 실태를 파악해 농업 정책 수립과 경영개선 등을 위한 기초자료로 활용하는 것이다. 조사 항목인 농가 소득·부채·자산 등은 농업의 현주소를 짚어보는 중요한 지표로도 작용한다.
하지만 농가경제조사의 신뢰도에는 오래전부터 물음표가 따라붙었다. 5년 단위로 표본을 교체할 때마다 시계열(시간 흐름에 따라 순차적으로 기록된 데이터) 단절이 일어나 조사 결과가 널뛰는 데다 3300가구에 불과한 표본수 등에 따라 대표성이 떨어진다는 이유에서다.
농림축산식품부가 12일 세종에서 개최한 ‘농식품통계 발전포럼’에서도 이같은 주장과 개선책에 대한 논의가 오갔다.
한석호 충남대학교 농업경제학과 교수는 “농가경제조사의 표본수가 적어 지역·품목별, 극소농·대농 등 세부 관심변수(층화)에 대한 대표성을 띠기 어렵고 정확도 문제도 발생해 중앙·지방 정부의 농정에 활용하는 데 한계가 있다”며 “표본 재설계를 통한 표본수 확대와 함께 이를 뒷받침할 정부의 예산·인력 증대가 필요하다”고 말했다. 아울러 “시계열 단절로 인한 정확성 문제를 해결하기 위해선 ‘경제활동인구조사’처럼 일정 기간마다 표본의 일정 비율을 교체해나가는 ‘연동표본체제’ 도입을 검토해볼 수 있다”고 덧붙였다.
서홍석 충북대학교 농업경제학과 교수는 “표본수 부족 등으로 믿을 수 없는 통계는 사용하기 힘들고, 그 때문에 활용도가 높지 않다 보니 통계청에서도 (개선에 대해) 크게 관심을 기울이지 않는 악순환이 반복되는 것 같다”고 짚었다. 그러면서 “예산과 자원의 제약이 가장 큰 문제인 만큼 통계청이 농가를 대상으로 시행 중인 다른 농업부문 조사와 농가경제조사의 표본을 같이 활용하는 방안을 고려할 수 있다”고 제안했다.
일부 전문가들은 통계청의 미흡한 대응을 지적하며 정책 주무부처인 농정당국이 통계를 생성·주관할 필요가 있다는 데 공감하기도 했다. 정책 목표대로 표본을 설계하고 통계를 바탕으로 정책 효과 등을 측정하면 통계 활용도를 높일 수 있다는 의견이다. 농업계에선 농가경제조사뿐 아니라 양곡소비량 조사, 쌀 생산량 조사 등에 대한 정확도 문제가 줄곧 도마에 오르고 있다. 특히 업계에서 현실성이 떨어진다고 지적하는 양곡소비량 조사의 경우 가구부문 표본수가 2022년 1540가구에서 지난해 1400가구로 축소됐다.
농식품부 관계자는 “농가수 감소를 이유로 양곡소비량 조사 표본 가운데 농가가구수를 줄일 경우 비농가가구 표본을 늘려달라고 통계청에 요청했지만 반영되지 않았다”고 설명했다. 이어 “가장 시급한 사안은 내년이나 내후년에 농가경제조사 결과를 공표할 때 2인 이상 농가에 1인 농가를 합한 지표를 반영하는 것인데, 통계의 일관성 문제와 관련해 통계청과 협의해야 할 것”이라고 밝혔다. 
하지혜 기자",24-11-13,https://www.nongmin.com/article/20241113500554,[시장 정보]
